Spill Number,Program Facility Name,Street 1,Street 2,Locality,County,Real Address,BBL,X coordinate,y coordinate
1304243,APT BUILDING TTF,400 EAST 199 ST,,BRONX,Bronx,,,,
9007086,LEAKING UST ABANDONED IN PLACE,400 EAST 71ST STREET,,NEW YORK CITY,New York,,,,
1509613,CONSTRUCTION SITE - OER,400 WEST 61ST ST,,MANHATTAN,New York,,,,
1603167,FEEDER MIC 52,400 WEST END AVE,,MANHATTAN,New York,,,,
9008149,QUEENSBRIDGE PLANT E -NYCHA,40009 VERNON BLVD,,NEW YORK CITY,Queens,,,,
1503447,OER - NYC,401 EAST 120TH ST,,MANHATTAN,New York,,,,
1705848,COMMERCIAL - TTF,401 EAST 141ST ST,,BRONX,Bronx,,,,
201957,FORMER HESS STATION 32517,401 WEST 207TH STREET,AKA SPEEDWAY #7822,MANHATTAN,New York,,,,
1506140,FORMER GAS STATION/CURRENT AUTO REPAI,4013 4TH AVE,,BROOKLYN,Kings,,,,
9613120,BARCLIFFS GETTY #98967 - GETTY MARKETING,4017 EAST TREMONT AVE,,BRONX,Bronx,,,,
1503463,SOIL AND GROUND WATER SAMPLES,402 EAST 83RD ST,,BROOKLYN,Kings,,,,
1710209,BASEMENT,4022 221ST,,BAYSIDE,Queens,,,,
1703393,ON THE GROUND - OER 18TMP0487Q,40-36 24TH STREET,,LONG ISLAND CITY,Queens,,,,
9705837,MANHATTAN DISTR. 8 (OLD BX W. 7) DOS -DDC,4036 9TH AVE,,NEW YORK CITY,New York,,,,
1710278,1ST FLOOR,40-37 23RD ST,,LONG ISLAND CITY,Queens,40-33 23rd Street,Q/408/9,,
1303983,BUSINESS,40-60 OTSEGO ST,,BROOKLYN,Kings,,,,
9510775,KINGSBRIDGE BUS DEPOT-NYCT,4065 10TH AVE,4065 TENTH AVE,MANHATTAN,New York,,,,
9510775,KINGSBRIDGE BUS DEPOT-NYCT,4065 10TH AVE,4065 TENTH AVE,MANHATTAN,New York,,,,
401273,FORMER GAS STATION,4070-4076 BROADWAY,(AKA 610-616 WEST 172ND STREET),MANHATTAN,New York,,,,
9613180,VERNON TO QUEENSBRIDGE,40TH AVE & 13TH ST,,QUEENS,Queens,,,,
9809807,GAS TURBINE -RAVENSWOOD,40TH AVE & VERNON BLVD,,QUEENS,Queens,,,,
9415584,GAS TURBINES-RAVENSWOOD,40TH AVENUE & VERNON BLVD,,QUEENS,Queens,,,,
1710560,FLUSHING CREEK,40TH RD /COLLAGE POINT BLVD,,FLUSHING QUEENS,Queens,,,,
9007338,113 PRECINCT NYPD -DDC,167-02 BAISLEY BOULEVARD,,JAMAICA,Queens,,,,
1608904,RESIDENCE,410 CONVENT AVE,,MANHATTAN,New York,,,,
9311022,BP AMOCO STATION #551,4100 AVE U,,BROOKLYN,Kings,,,,
9311022,BP AMOCO STATION #551,4100 AVE U,,BROOKLYN,Kings,,,,
412186,QAZI TOWING,41-01 23RD STREET,23-10 41ST AVENUE,LONG ISLAND CITY,Queens,,,,
210883,PORT MOBIL,4101 ARTHUR KILL ROAD,,STATEN ISLAND,Richmond,,,,
210883,PORT MOBIL,4101 ARTHUR KILL ROAD,,STATEN ISLAND,Richmond,,,,
210883,PORT MOBIL,4101 ARTHUR KILL ROAD,,STATEN ISLAND,Richmond,,,,
12739,32-50 HUNTERS POINT AVE,32-50 HUNTERS POINT AVE,,LONG ISLAND CITY,Queens,32-50 49 Avenue ,Q/257/21,,
101301,SERVICE BOX 5473,413 11TH ST,,BROOKLYN,Kings,,,,
1705442,SOIL,414 GERARD AVE,,BRONX,Bronx,,,,
1004471,BARCLAY APTS TTF,41-40 PARSONS BLVD,,FLUSHING,Queens,,,,
1603907,APARTMENT BLDG,41-40 UNION ST,,QUEENS,Queens,,,,
1311546,MOTT HAVEN STATION,415 BRUCKNER BLVD,,BRONX,Bronx,,,,
1213797,PRIVATE RESD,416 E 241ST ST,,BRONX,Bronx,,,,
208071,IN A GARAGE,4168 9TH AV,,MANHATTAN,New York,,,,
9805498,EAST RIVER HOUSES -NYCHA,418 EAST 105TH STREET,,MANHATTAN,New York,,,,
9802608,MARINE MOTORS,419 CASTLETON AVE,,STATEN ISLAND,Richmond,,,,
1802411,CON ED 36TH ST SUBSTATION,419 E 36TH ST,,MANHATTAN,New York,,,,
1312137,INSIDE BUILDING/BLUE STONE,419 EAST 63RD,,NEW YORK,New York,,,,
1609331,UNDER THE HOUSE,42 WEST 12TH RD,,BROADCHANNEL,Queens,,,,
1404438,OER SITE,42 WEST ST,ACTIVE CONSTRUCTION,BROOKLYN,Kings,,,,
1710702,BASEMENT,420 E 78TH ST,,MANHATTAN,New York,,,,
1709527,VANDERBILT LLC APARTMENTS,420 E 86TH ST,,MANHATTAN,New York,,,,
111802,PARKING LOT -MTBE,420 KENT AVE,,WILLIAMSBURG,Kings,,,,
111802,PARKING LOT -MTBE,420 KENT AVE,,WILLIAMSBURG,Kings,,,,
809869,SUNOCO GAS STATION,42-02 21ST,,LONG ISLAND CITY,Queens,,,,
1412093,SOIL,421 W 57TH ST,,NEW YORK,New York,,,,
330065,UNITED PARCEL SERVICE,4215 BOSTON POST ROAD,,BRONX,Bronx,,,,
1708896,BASEMENT AND SOIL,4219 94TH ST,,ELMHURST,Queens,,,,
904539,38-84 RAILROAD AVE,38-84 RAILROAD AVE,,LONG ISLAND CITY,Queens,,,,
9506328,4222 74TH STREET         ,4222 74TH STREET,,ELMHURST,Queens,42-20 74th Street,Q/1353/45,,
1212455,HURRICANE SANDY OUTSIDE ODOR OF FUEL,423 BEACH 123RD ST,,BELL HARBOR,Queens,,,,
1602572,CONDOS,423 HICKS ST,,BROOKLYN,Kings,,,,
1403511,OER SITE,424 WEST 55TH STREET,,MANHATTAN,New York,,,,
200790,SHERMAN CREEK SUBST - TR#6,425 201ST ST,,MANHATTAN,New York,,,,
412005,OFF OF LEGGETT,425 BARRETTO,,BRONX,Bronx,,,,
412005,OFF OF LEGGETT,425 BARRETTO,,BRONX,Bronx,,,,
3076,WILSON HOUSES -NYCHA,425 E 105TH ST,,NEW YORK,New York,,,,
412305,SUBSTATION,425 W 201ST ST,,MANHATTAN,New York,,,,
713260,SHERMAN CREEK S/S.  CAP BANK # 4,425 WEST 201STREET       SUBSTATION,,MANHATTAN,New York,,,,
200867,SHERMAN CREEK SUBSTATION TR #3,425 WEST 201 STREET,,MANHATTAN,New York,,,,
200866,SHERMAN CREEK SUBSTATION,425 WEST 201 STREET,,MANHATTAN,New York,,,,
1601130,COMMERCIAL,425 WEST 201 TH ST,,MANHATTAN,New York,,,,
1601242,BUSINESS MEDALION TAXI - PHASE-II,42-50 24TH STREET,,LONG ISLAND CITY,Queens,,,,
1305741,RESIDENCE - TTF,4250 VANCORTLAND PARK EAST,,BRONX,Bronx,,,,
1206178,GAS STATION,4275 AMBOY RD,BP SERVICE STATION,STATEN ISLAND,Richmond,,,,
1407714,SAMI'S SERVICE STATION /SAMMY RADWAN,4275 BROADWAY,,MANHATTAN,New York,,,,
330019,SAMI'S SERVICE STATION,4275 BROADWAY,,NEW YORK,New York,,,,
1703741,FARAGAUT PLANT,43 GOLD ST,,BROOKLYN,Kings,,,,
202941,GOLD ST PURS UNIT #63,43 GOLD STREET,,BROOKLYN,Kings,,,,
202893,GOLD ST PURS,43 GOLD STREET,,BROOKLYN,Kings,,,,
202934,GOLD ST PURS,43 GOLD STREET,,BROOKLYN,Kings,,,,
9901562,DYCKMAN AUTO SERVICES,431 W. 202ND ST,,MANHATTAN,New York,,,,
1606029,COMMERICAL BUILDING,432 PARK AVE SOUTH,,MANHATTAN,New York,,,,
1008083,PRIVATE RESIDENCE,4323 DEREIMER,,BRONX,Kings,,,,
1801380,CON ED FRESH KILLS SUBSATION,4325 VICTORY BLVD,,STATEN ISLAND,Richmond,,,,
1802554,FRESHKILLS SUBSTATION,4325 VICTORY BLVD,,STATEN ISLAND,Richmond,,,,
9507848,FRESH KILLS SUBSTATION,4325 VICTORY BOULEVARD,,STATEN ISLAND,Richmond,,,,
106455,FORMER ABM SERVICE STATION,434 HICKS STREET/115-117 KANE STREET,,BROOKLYN,Kings,,,,
1800281,TRANSFORMER 197TH ST SUBSTATION,4340 3RD AVE,,MANHATTAN,New York,,,,
1708156,COMMERCIAL,4340 3TH AVE,,BRONX,Bronx,,,,
1601802,EAST 179 SUB STATION,4340 AND 3 AVE,,BRONX,Bronx,,,,
9209640,43-53 MAIN STREET,43-53 MAIN STREET,,FLUSHING,Queens,137-35 Elder Avenue ,Q/4150/40 ,,
1701259,GROUND WATER - OER,436 FLUSHING AVE,,BROOKLYN,Kings,,,,
1508373,TRINITY COMMUNITY FULL GOSPEL CHURCH - TTF,4390  KATONAH AVE,AKA 311 E 241ST ST,BRONX,Bronx,,,,
1309801,COMMERCIAL/RESIDENTIAL BUILDING,440 10TH AVE,442 10TH AVE,NEW YORK,New York,,,,
1409622,SOIL,440 15TH ST,,BROOKLYN,Kings,,,,
1500629,SOIL,4-40 44TH DRIVE,,QUEENS,Queens,,,,
1711043,CON ED / VICTORY BLVD SERVICE CTR,4400 VICTORY BLVD,,RICHMOND,Richmond,,,,
1101036,MONTEFIROE HOSP OUR LADY OF MERCY MEDICAL - TTF,4401 BRONX BLVD,,BRONX,Bronx,,,,
9416079,ARTHUR KILL GEN STATION,4401 VICTORY BOULEVARD,IGNITION OIL AREA,STATEN ISLAND,Richmond,,,,
9009625,ARTHUR KILL GEN STATION,4401 VICTORY BOULEVARD,,STATEN ISLAND,Richmond,,,,
308234,TENNIS CLUB,44-02 VERNON BLVD,,LONG ISLAND CITY,Queens,,,,
1700202,IN THE SOIL,442 PRESIDENT STREET,,BROOKLYN,Kings,,,,
1303524,BUSINESS TTF,4422 3RD AVENUE,,BRONX,Bronx,,,,
109744,NYCSCA - BUREAU OF BUILD. SUPPLIES,44-36 VERNON BLVD,,LONG ISLAND CITY,Queens,,,,
1705596,COMMERCIAL PROPRTY,445 GERARD AVE,,BRONX,Bronx,,,,
107888,EAST 147TH ST PURS PLANT,447 EAST 147TH ST,,BRONX,Bronx,,,,
1410749,NEW CITY MUFFLER,4477 3RD AVE,,BRONX,Bronx,,,,
302574,HAMILTON AVE. YARD (ASPH. PLANT) DOT -DDC,448 HAMILTON AVENUE,,BROOKLYN,Kings,,,,
302574,HAMILTON AVE. YARD (ASPH. PLANT) DOT -DDC,448 HAMILTON AVENUE,,BROOKLYN,Kings,,,,
1801034,CON ED,44TH ROAD AND 24TH ST,,QUEENS,Queens,,,,
1506163,APT BUILDING,45- 16  44TH ST,4516 AND 44 ST,SUNYSIDE,Queens,,,,
9506049,VLADECK II -NYCHA,45 JACKSON STREET,,MANHATTAN,New York,,,,
9803773,BEST METROPOLITAN,45 KOSCIUSKO STREET,,BROOKLYN,Kings,,,,
1701230,LEANORD ST SUB STATION,45 LEANORD ST,,NEW YORK,New York,,,,
1603522,LEANORD ST SUB STATION/ TRANSFORMER 13,45 LEANORD ST,,NEW YORK,New York,,,,
1700831,LEONARD ST SUBSTATION,45 LEONARD ST,,NEW YORK,New York,,,,
1708313,LEONARD ST SUBSTATION,45 LEONARD ST,,MANHATTAN,New York,,,,
1206363,CON EDISON DIELECTRIC SPILL,45 LEONARD STREET,,NEW YORK,New York,,,,
9814834,LEONARD ST SUB STATION,45 LEONARD STREET,,MANHATTAN,New York,,,,
9902021,LEONARD ST SUBSTATION TR#12,45 LEONARD STREET,,MANHATTAN,New York,,,,
9708192,SUTTON HOUSE ASSO'T      ,450 63RD ST,,MANHATTAN,New York,,,,
1607736,COMMERCIAL,450 UNION ST,,BROOKLYN,Kings,,,,
1002287,FLUSHING HOSPITAL & MEDICAL CENTER,4500 PARSON BLVD,45-00 PARSONS BLVD,FLUSHING,Queens,,,,
1510227,COMMERCIAL,451 CLARKSON AVE,,BROOKLYN,Kings,,,,
1110566,SPEEDWAY AUTO AND ALARM REPAIR,45-10 BOWNE ST,,FLUSHING,Queens,,,,
1408947,ABANDON COMMERCIAL PROPERTY/BLDG,45-11 82ND STREET,45-16 83RD STREET,QUEENS,Queens,,,,
1602567,SUB STATIION,4513 33RD ST,,QUEENS,Queens,,,,
1201055,SOIL,45-24 39th pl,,queens,Queens,,,,
313719,NYCDEP SEWAGE PLANT,45-41 BERRIAN BLVD,,ASTORIA,Queens,,,,
9512435,455 SCHENECTADY AVE,455 SCHENECTADY AVE,,BROOKLYN,Kings,455 Schenectady Avenue ,K/1430/1,,
9309139,42-20 VERNON BLVD,42-20 VERNON BLVD,,LONG ISLAND CITY,Queens,,,,
9902325,VITALIANO RESIDENCE,45-70 202ND ST,,BAYSIDE,Queens,,,,
1710791,YARD,459 VANDERVOORT  AVE,RICHARDSON ST AND VANDERVOORT AVE,BROOKLYN,Kings,,,,
1607165,METRO AUTO SALVAGE,4600 METROLPOLITAN AVE,,RIDEGEWOOD,Queens,,,,
1606455,SOUTHEND OF PARKING LOT,46-01 108TH STREET,,QUEENS,Queens,,,,
602846,INDUSTRIAL PROPERTY,46-02 VERNON BLVD, ,LONG ISLAND,Queens,,,,
1709094,PARKING LOT,461 WEST 41ST STREET,,MANHATTAN,New York,,,,
812675,SUNOCO-APACHE OIL,4611 108TH ST,,CORONA,Queens,,,,
310802,EAST SIDE ACCESS PROJECT - LIRR,46-30 21ST ST,,LONG ISLAND CITY,Queens,,,,
709504,WEST 110 STREET S/S.   XFMR # 9,464 WEST 110 STREET.   SUBSTATION,,MANHATTAN,New York,,,,
1700239,EXCVATION,464 WEST 110TH ST,,MANHATTEN,New York,,,,
1606197,TRANSFORMER 3,464 WEST 110TH ST, ,MANHATTAN,New York,,,,
902240,ARCADIA P/A SHERMAN AVE,4650 BROADWAY,,MAHNATTAN,New York,,,,
1500461,EMPTY LOT,467 WEST 157TH STREET,,NEW YORK,New York,,,,
1406534,FORMER GAS STATION,469 TROY AVE,,BROOKLYN,Kings,,,,
310586,ICON PARKING GARAGE,47 EAST 21ST ST,,NYC,New York,,,,
9608924,47 W 42ND ST             ,47 W 42ND ST,,MANHATTAN,New York,1100 6th Avenue,M/1258/1,,
1709367,CERTIFIED LUMBER,470 KENT AVE,,BROOKLYN,Kings,,,,
1701887,CONSTRUCTION SITE,470 WEST END AVE,,NEW YORK,New York,,,,
9206479,47-03 108TH STREET,47-03 108TH ST,,CORONA,Queens,108-01 48th Avenue,Q/2003/1,,
9206479,47-03 108TH STREET,47-03 108TH ST,,CORONA,Queens,108-01 48th Avenue,Q/2003/1,,
9206479,47-03 108TH STREET,47-03 108TH ST,,CORONA,Queens,108-01 48th Avenue,Q/2003/1,,
1711324,GROUND WATER AND SOIL,47-05 METROPOLITAN AVE,,QUEENS,Queens,,,,
8708180,BELLEVUE HOSPITAL FDNY -DDC,472 1ST AVENUE,,MANHATTAN,New York,,,,
1711603,COMMERCIAL BUSINESS,47-20 30TH ST,,LONG ISLAND CITY,Queens,,,,
1604272,ON THE PROPERTY - PHASE II - OER,4729 3RD AVE,,BRONX,Bronx,,,,
9412605,BRUCE RIBELNON OMNI MALL,473 PRESIDENT ST,,BROOKLYN,Kings,,,,
9813188,BETANCES GARAGE -NYCHA,474 WILLIS AVENUE,,BRONX,Bronx,,,,
1707797,MULTI FAMILY APT,475 LINDEN BLVD,,BROOKLYN,Kings,,,,
313150,COMM. BUILDING,475 RIVERSIDE DR.,,MANHATTAN,New York,,,,
9514946,108 PRECINCT NYPD -DDC,5-47 50TH AVENUE,,LONG ISLAND CITY,Queens,,,,
1700751,COMMERCIAL VACANT - PHASE II,4778 BROADWAY,,MANHATTAN,New York,,,,
207349,48 LAIGHT STREET,48 LAIGHT STREET,179 HUDSON STREET,MANHATTAN,New York,166 Hudson Street,M/220/7504,,
410432,FORMER GAS STATION/SOUTHERN BLVD,480 TINTON AVE,(AKA  451-453 SOUTHERN BLVD.),BRONX,Bronx,,,,
410432,FORMER GAS STATION/SOUTHERN BLVD,480 TINTON AVE,(AKA  451-453 SOUTHERN BLVD.),BRONX,Bronx,,,,
1302135,UNDERGROUND TANK TTF,4802 10TH AVE,,BROOKLYN,Kings,,,,
9411566,201 EAST 19TH ST,201 EAST 19TH ST,,MANHATTAN,New York,,,,
312799,VACANT LOT,485-487 4TH AVE,,BROOKLYN,Kings,,,,
1407581,OER SITE- 15CVCP110M,487 WEST 129TH ST,,MANHATTAN,New York,,,,
1703923,COMMERCIAL,488 EAST 139TH ST,,BRONX,Bronx,,,,
1312004,VACANT LOT (FORMER GAS STATION),489-493 CANAL STREET,219-223 HUDSON STREET,MANHATTAN,New York,,,,
1111014,SOIL,49 E 89TH ST,,BROOKLYN,Kings,,,,
1009563,APARTMENT BLDG - TTF,49 WYCKOFF AVE,,BROOKLYN,Kings,,,,
9212120,FLATBUSH DEPOT -NYCT,4901 FILLMORE AVENUE,,BROOKLYN,Kings,,,,
9212120,FLATBUSH DEPOT -NYCT,4901 FILLMORE AVENUE,,BROOKLYN,Kings,,,,
9212120,FLATBUSH DEPOT -NYCT,4901 FILLMORE AVENUE,,BROOKLYN,Kings,,,,
9410908,GAS STATION  -MTBE,49-01 VAN DAM STREET,,LONG ISLAND CITY,Queens,,,,
9410908,GAS STATION  -MTBE,49-01 VAN DAM STREET,,LONG ISLAND CITY,Queens,,,,
9410908,GAS STATION  -MTBE,49-01 VAN DAM STREET,,LONG ISLAND CITY,Queens,,,,
1702895,AUTO SHOP,4901-4909 AVE H,,BROOKLYN,Kings,,,,
809879,WATERMARK DESIGNS LTD,491 WORTMAN AVE,,BROOKLYN,Kings,,,,
9904130,LA FRES FORD SERVICE -MTBE,49-21 METROPOLITAN AVE,,RIDGEWOOD,Queens,,,,
9904130,LA FRES FORD SERVICE -MTBE,49-21 METROPOLITAN AVE,,RIDGEWOOD,Queens,,,,
1801548,MOBIL GAS STATION,49-21 QUEENS BLVD,,WOODSIDE,Queens,,,,
1404128,BASEMENT TANK ROOM - TTF,494 DUMONT AVE,,BROOKLYN,Kings,,,,
1701971,COMMERCIAL WAREHOUSE,495 WEST 129TH ST,,MANHATTAN,New York,,,,
1305781,TTF,496 BROADWAY,,NEW YORK,New York,,,,
9501431,211 EAST 110TH ST,211 EAST 110TH STREET,,MANHATTAN,New York,,,,
1403144,BUSINESS,499 OCEAN PKWAY,,BROOKLYN,Kings,601 Ditmas Avenue,K/5390/53,,
8303206,4TH AVE/6TH ST,4TH AVE N/O 6TH ST,,BROOKLYN,Kings,,,,
8404005,4TH AVE/GARFIELD ST,4TH AVE/GARFIELD ST,,BROOKLYN,Kings,,,,
1711180,ROADWAY,5 ALLEN ST,,MANHATTAN,New York,,,,
1102362,PRIVATE DWELLING - TTF,50 BAYARD STREET,,MANHATTAN,New York,,,,
1707845,SUB STATION,50 SILVIA ST,,STATEN ISLAND,Richmond,,,,
1310227,CON ED FEEDER LEAK,50 ST AND 11TH AVE.,,MANHATTAN,New York,,,,
1511474,WAINWRIGHT SUBSTATION,50 SYLVIA STREET,,STATEN ISLAND,Richmond,,,,
9514651,VERIZON,50 THAYER STREET,FORMER NYNEX FACILITY,MANHATTAN,New York,,,,
9800214,BISHOP FORD HIGH SCHOOL  ,500 19TH STREET,,BROOKLYN,Kings,,,,
1108592,500 ACE AVE - TTF,500 ACE AVE,,MANHATTEN,New York,,,,
912398,MOBIL STATION 10003,500 BAYCHESTER AVE,,BRONX,Bronx,,,,
1610329,RESIDENCE MULTIPLE DWELLING,500 BRIGHTWATER CT,,BROOKLYN,Kings,,,,
301927,NYCSCA - PUBLIC SCHOOL 192,500 W 138TH ST,,NEW YORK,New York,,,,
1602145,COMMERCIAL,50-11 QUEENS BLVD,,WOODSIDE,Queens,,,,
1803112,SOIL,5015 BAY PARKWAY,,BROOKLYN,Kings,,,,
9313234,LIRR LIC PASSENGER YARD,5-02 BORDEN AVENUE,,LONG ISLAND CITY,Queens,,,,
1410072,CON ED,502 E 6TH ST,,NEW YORK,New York,,,,
1410072,CON ED,502 E 6TH ST,,NEW YORK,New York,,,,
1511962,AVE A,502 EAST 6 ST,,NEW YORK,New York,,,,
1700650,AVENUE A SUBSTATION,502 EAST 6TH ST,,MANHATTAN,New York,,,,
1610444,CONCRETE,502 EAST 6TH ST,,MANHATTAN,New York,,,,
9805297,SHELL STATION,50-24 QUEENS BLVD,,QUEENS,Queens,,,,
9805297,SHELL STATION,50-24 QUEENS BLVD,,QUEENS,Queens,,,,
9805297,SHELL STATION,50-24 QUEENS BLVD,,QUEENS,Queens,,,,
9506296,CITGO GAS,50-35 NORTHERN BLVD,,QUEENS,Queens,,,,
9607651,YOUNG ISRAEL OF BELLE HAR,505 BEACH 129TH ST,,BELLE HARBOR,Queens,,,,
1603815,CONSTRUCTION SITE,505 PACIFIC ST,,BROOKLYN,Kings,,,,
9912551,505-509 W. 41ST ST,505-509 WEST 41ST ST,,MANHATTAN,New York,,,,
1608766,EAST RIVER,506 EAST 75TH STREET,,MANHATTAN,New York,,,,
306904,HARLEM HOSPITAL,506 LENOX AVENUE,,NEW YORK,New York,,,,
1608165,RITE OF WAY,508 WEST 166 ST,,NEW YORK,New York,,,,
1801939,SOIL,51 BOUNDARY AVE,,STATEN ISLAND,Richmond,,,,
9705150,51 EAST TWELFTH ST,51 EAST TWELFTH ST,,MANHATTAN,New York,821 Broadway,M/564/22,,
8908110,MOBIL,51 KINGSLAND AVE,,BROOKLYN,Kings,,,,
1711768,RENTAL PROPERTY COMMERCIAL,510 9TH AVE (BETW 38TH ANSD 39TH),,MANHATTAN,New York,,,,
1407145,VACANT LOT (COMMERCIAL),510 DRIGGS AVE,,BROOKLYN,Kings,,,,
9611002,BROOKLYN WEST 07 DOS -DDC,5100 1ST AVENUE,,BROOKLYN,Kings,,,,
9112059,JIFFY LUBE,51-01 NORTHERN BLVD,(FORMER GAS MART),WOODSIDE,Queens,,,,
709111,VANBRO MOTORS INC.,511 BAY ST, ,STATEN ISLAND,Richmond,,,,
10394,TIME WARNER CABLE,511 WEST 21ST ST,,NEW YORK,New York,,,,
1610321,FDNY 201 TANK TEST FAILURE,5113 4TH AVENUE,,BROOKLYN,Kings,,,,
1508760,SOIL CONTAMINATION AT ABANDONED HOSPITAL,5115 BEACH CHANNEL DRIVE,,FAR ROCKAWAY,Queens,,,,
501968,COMMERCIAL WAREHOUSE,51-18 GRAND AVE, ,MASPETH,Queens,,,,
402598,PUBLIC SCHOOL,512 CARROLL ST,,BROOKLYN,Kings,,,,
1609909,BP GAS,513 FLATBUSH AVE,,BROOKLYN,Kings,,,,
1600912,SUNSET TERRACE FAMILY HEALTH CTR,514 49TH ST,,BROOKLYN,Kings,,,,
1709648,UNDERGROUND,514 WEST 49TH ST,,MANHATTAN,New York,,,,
1502140,PLASTIC CTR REALTY STUB LLC,5-17 46TH RD,,LONG ISLAND CITY,Queens,,,,
1610851,BLDG UNDER CONSTRUCTION,517 WEST 29TH ST,,MANHATTAN,Kings,,,,
608407,COMMERCIAL BUILDING,5-20 46TH ROAD,,LONG ISLAND CITY,Queens,,,,
1506603,W41 CAR DEALER,520 WEST 41 ST,,NEW YORK,New York,,,,
701186,KRISTAL AUTO MALL,5200 KINGS HIGHWAY, ,BROOKLYN,Kings,,,,
701186,KRISTAL AUTO MALL,5200 KINGS HIGHWAY, ,BROOKLYN,Kings,,,,
1609602,IN EXCAVTION,52-09 31ST PLACE,,QUEENS,Queens,,,,
1500739,INDUSTRIAL PROPERTY,5-21 46TH RD,,LONG ISLAND CITY,Queens,,,,
1707918,PUMP HOUSE 22,521 W 41ST ST SUBSTATION,,MANHATTAN,New York,,,,
1608486,W 42ND ST SUBSTATION PUMP HSE 1,521 W 42ND ST,,MANHATTAN,New York,,,,
1708076,"RESIDENCE, BOWEN",522 EAST 40TH STREET,,BROOKLYN,Kings,,,,
8904384,MJ QUILL DEPOT -NYCT,523 11TH AVENUE,,NEW YORK CITY,New York,,,,
8904384,MJ QUILL DEPOT -NYCT,523 11TH AVENUE,,NEW YORK CITY,New York,,,,
1113896,FORMER GARAGE REDEVELOPED WITH HOTEL,523 GREENWICH STREET,,MANHATTAN,New York,,,,
1703544,SANITATION SITE - TTF,52-35 58TH ST,,QUEENS,Queens,,,,
9900878,"CENTRAL REPAIR SHOP Q2,Q3,Q4, DOS -DDC",52-35 58TH STREET,,MASPETH,Queens,,,,
9610133,DDC - DCAS SITE,524 W 36TH ST,,MANHATTAN,New York,,,,
1711,571 WEST 215TH ST,571 WEST 215TH ST,,MANHATTAN,New York,,,,
1704146,SUB STATION,525 EAST 75TH STREET,,NEW YORK,New York,,,,
130003,BROOKLYN NORTH 04 DOS -DDC,525 JOHNSON AVENUE,,BROOKLYN,Kings,,,,
110624,WEBSTER AVE PURS UNIT 72S,52-55 WEBSTER AVE,,BRONX,Bronx,,,,
102484,TOMPKINS SERVICE CTR,526 TOMPKINS AVE,(AKA PREFERRED AUTO BODY),STATEN ISLAND,Richmond,,,,
8709186,U-HAUL,5283 KINGS HIGHWAY,,BROOKLYN,Kings,,,,
8709186,U-HAUL,5283 KINGS HIGHWAY,,BROOKLYN,Kings,,,,
1500588,PLASTIC CTR REALTY SUB LLC,5-29 46TH AVE,,LONG ISLAND CITY,Queens,,,,
1708802,SOIL,529 UNDERHILL AVE,,BRONX,Bronx,,,,
9309669,BP AMOCO STATION #655,529 UTICA AVENUE,,BROOKLYN,Kings,,,,
9309669,BP AMOCO STATION #655,529 UTICA AVENUE,,BROOKLYN,Kings,,,,
9708802,HUGUENOT SERVICE STATION,5290 AMBOY RD,,STATEN ISLAND,Richmond,,,,
1701061,OIL SPILL WITH ODORS NEXT DOOR,53 CAMBRIDGE PLACE,,BROOKLYN,Kings,,,,
1707444,COMMERCIAL,53 VARICK AVE,,BROOKLYN,Kings,,,,
9813992,PROMENENADE CONDOMINIUM,530 EAST 76TH ST,,NEW YORK,New York,,,,
1708786,MULTI USE,530 LAGUARDIA PLACE,,NEW YORK,New York,,,,
9614292,FORMER HESS STATION 32534,530 UTICA AVENUE,SPEEDWAY #7837,BROOKLYN,Kings,,,,
9004604,COLUMBIA UNIVERSITY,530 WEST 120TH STREET,GROVE AREA COURT YARD,NEW YORK,New York,,,,
1300622,COMMERCIAL BUILDING,531-535 WEST 25 ST,,MANHATTAN,New York,,,,
306202,EDGEMERE APARTMENTS (FORMER FILLING STATION)-NYCHA,53-21 BEACH CHANNEL DR,,QUEENS,Queens,,,,
9912042,PARKS & RECREATION BLDG,533 W 59TH ST/222 W 60 ST,,MANHATTAN,New York,,,,
1009446,UNKNOWN GAS STATION,534 PUGSLEY AVE,,BRONX,Bronx,,,,
1802510,COMMERCIAL CONEDISON  PROPERTY,53-49 99TH ST,,NEW YORK,Queens,,,,
1607635,FEEDER LINE,53-49 99TH ST,,QUEENS,Queens,,,,
1500676,DESIGN REALTY SUN LLC,5-37 46TH AVE,,LONG ISLAND CITY,Queens,,,,
1502099,SOIL,5-38 46 AVE,,LONG ISLAND CITY,Queens,,,,
1501318,540 HUDSON ST LLC,538 -544 HUDSON ST,,MANHATTAN,New York,,,,
1707385,SOIL,538 HUDSON ST,,NEW YORK,New York,,,,
103084,STATEN ISLAND 01 DOS -DDC,539 JERSEY STREET,,STATEN ISLAND,Richmond,,,,
503312,NARROWS GENERATING STATION #2 FUEL OIL DRIP,53RD STREET/1ST AVENUE,,BROOKLYN,Kings,,,,
9011454,NARROWS GS TANK FARM,53RD STREET/1ST AVENUE,,BROOKLYN,Kings,,,,
1307426,132ND ST STATION,624 W132 ST,,MANHATTAN,New York,,,,
9815289,KINGS PLAZA PARKING LOT (OU-3),5400 AVE U,,BROOKLYN,Kings,,,,
1802678,UNKNOWN RESIDENT,541 wythes ave ,,BROOKLYN,Kings,,,,
1500771,UNDER BUILDING,5-46 46TH AVE,,QUEENS,Queens,,,,
